telemetry_id,asset_id,reading_ts,power_output_kw,temperature_c,vibration_mm_s,frequency_hz,status_code
AT0000112194,AST000077,2026-05-09 17:00:00,1060.160,15.179,2.588,59.9799,WARNING
AT0000112195,AST000077,2026-05-09 18:00:00,874.592,45.893,1.375,60.0156,NORMAL
AT0000112196,AST000077,2026-05-09 19:00:00,1504.655,42.255,1.634,59.9718,NORMAL
AT0000112197,AST000077,2026-05-09 20:00:00,1122.466,46.655,0.919,60.0115,NORMAL
AT0000112198,AST000077,2026-05-09 21:00:00,1147.374,37.655,2.418,59.9944,NORMAL
AT0000112199,AST000077,2026-05-09 22:00:00,1851.597,62.879,2.139,60.0663,TRIP
AT0000112200,AST000077,2026-05-09 23:00:00,1193.089,71.812,2.109,60.1750,WARNING
AT0000112201,AST000077,2026-05-10 00:00:00,1194.106,51.573,2.217,60.0286,NORMAL
AT0000112202,AST000077,2026-05-10 01:00:00,847.957,29.550,0.924,60.0512,WARNING
AT0000112203,AST000077,2026-05-10 02:00:00,1115.566,54.188,1.166,60.0778,NORMAL
AT0000112204,AST000077,2026-05-10 03:00:00,640.966,63.816,1.215,60.0650,normal 
AT0000112205,AST000077,2026-05-10 04:00:00,1031.366,53.634,1.115,60.0599,normal 
AT0000112206,AST000077,2026-05-10 05:00:00,388.737,46.105,1.870,60.1670,normal 
AT0000112207,AST000077,2026-05-10 06:00:00,1975.268,25.119,3.034,59.8997,NORMAL
AT0000112208,AST000077,2026-05-10 07:00:00,918.356,48.660,2.345,60.0205,WARNING
AT0000112209,AST000077,2026-05-10 08:00:00,1244.520,49.216,1.260,59.9207,NORMAL
AT0000112210,AST000077,2026-05-10 09:00:00,1146.581,44.738,2.150,59.9965,TRIP
AT0000112211,AST000077,2026-05-10 10:00:00,1719.776,45.680,1.688,59.9596,normal 
AT0000112212,AST000077,2026-05-10 11:00:00,1851.653,40.194,1.841,59.9673,WARNING
AT0000112213,AST000077,2026-05-10 12:00:00,820.451,60.937,2.594,59.9862,normal 
AT0000112214,AST000077,2026-05-10 13:00:00,606.384,47.555,2.489,60.0448,WARNING
AT0000112215,AST000077,2026-05-10 14:00:00,1208.674,53.946,1.589,60.0175,NORMAL
AT0000112216,AST000077,2026-05-10 15:00:00,1008.760,38.867,1.617,60.0762,NORMAL
AT0000112217,AST000077,2026-05-10 16:00:00,1658.379,39.329,1.546,59.9805,NORMAL
AT0000112218,AST000077,2026-05-10 17:00:00,1818.846,52.935,1.825,59.9805,TRIP
AT0000112219,AST000077,2026-05-10 18:00:00,1183.652,63.358,1.482,60.0701,WARNING
AT0000112220,AST000077,2026-05-10 19:00:00,776.447,24.579,1.623,59.9707,NORMAL
AT0000112221,AST000077,2026-05-10 20:00:00,1712.416,37.349,1.961,60.0939,NORMAL
AT0000112222,AST000077,2026-05-10 21:00:00,675.014,35.671,1.526,60.0491,NORMAL
AT0000112223,AST000077,2026-05-10 22:00:00,1369.910,42.838,2.020,60.0616,NORMAL
AT0000112224,AST000077,2026-05-10 23:00:00,1201.816,39.787,2.412,59.9952,NORMAL
AT0000112225,AST000077,2026-05-11 00:00:00,1044.016,58.245,1.055,59.9631,NORMAL
AT0000112226,AST000077,2026-05-11 01:00:00,1399.372,43.328,1.942,59.9813,TRIP
AT0000112227,AST000077,2026-05-11 02:00:00,1501.164,49.206,1.650,60.0327,NORMAL
AT0000112228,AST000077,2026-05-11 03:00:00,1285.333,70.446,2.652,59.9840,NORMAL
AT0000112229,AST000077,2026-05-11 04:00:00,1400.043,63.294,2.140,60.0388,normal 
AT0000112230,AST000077,2026-05-11 05:00:00,1124.266,52.247,2.804,60.0215,normal 
AT0000112231,AST000077,2026-05-11 06:00:00,2305.418,52.344,1.248,60.0737,TRIP
AT0000112232,AST000077,2026-05-11 07:00:00,672.895,41.818,2.552,59.9214,normal 
AT0000112233,AST000077,2026-05-11 08:00:00,1536.077,43.106,0.821,60.0759,NORMAL
AT0000112234,AST000077,2026-05-11 09:00:00,918.158,61.972,2.211,59.9724,NORMAL
AT0000112235,AST000077,2026-05-11 10:00:00,1311.701,43.315,1.448,60.0635,NORMAL
AT0000112236,AST000077,2026-05-11 11:00:00,967.042,46.620,1.187,60.0907,NORMAL
AT0000112237,AST000077,2026-05-11 12:00:00,1006.798,42.232,1.605,60.0351,NORMAL
AT0000112238,AST000077,2026-05-11 13:00:00,1123.019,46.535,0.543,60.0120,NORMAL
AT0000112239,AST000077,2026-05-11 14:00:00,877.537,63.434,1.855,59.9729,TRIP
AT0000112240,AST000077,2026-05-11 15:00:00,994.442,50.068,2.026,60.0458,NORMAL
AT0000112241,AST000077,2026-05-11 16:00:00,1217.822,66.355,1.894,60.0382,NORMAL
AT0000112242,AST000077,2026-05-11 17:00:00,1494.491,49.000,3.030,59.9228,NORMAL
AT0000112243,AST000077,2026-05-11 18:00:00,1416.658,39.078,2.379,59.9761,WARNING
AT0000112244,AST000077,2026-05-11 19:00:00,1207.914,48.537,2.030,60.0250,WARNING
AT0000112245,AST000077,2026-05-11 20:00:00,1333.217,46.608,2.442,60.0953,normal 
AT0000112246,AST000077,2026-05-11 21:00:00,1287.557,40.862,2.015,59.9491,NORMAL
AT0000112247,AST000077,2026-05-11 22:00:00,1125.966,41.678,2.659,60.0013,NORMAL
AT0000112248,AST000077,2026-05-11 23:00:00,1290.218,49.846,1.900,60.0135,NORMAL
AT0000112249,AST000077,2026-05-12 00:00:00,1346.840,58.218,1.800,59.9915,NORMAL
AT0000112250,AST000077,2026-05-12 01:00:00,529.507,40.030,1.653,59.9689,NORMAL
AT0000112251,AST000077,2026-05-12 02:00:00,1326.091,45.013,1.439,60.0126,NORMAL
AT0000112252,AST000077,2026-05-12 03:00:00,1879.135,55.724,0.891,59.9554,NORMAL
AT0000112253,AST000077,2026-05-12 04:00:00,1061.493,25.907,1.112,60.0330,NORMAL
AT0000112254,AST000077,2026-05-12 05:00:00,1500.911,47.250,1.540,59.9928,NORMAL
AT0000112255,AST000077,2026-05-12 06:00:00,1034.501,40.355,2.423,59.9393,TRIP
AT0000112256,AST000077,2026-05-12 07:00:00,1022.409,43.999,2.483,60.0657,NORMAL
AT0000112257,AST000077,2026-05-12 08:00:00,831.264,62.153,0.913,59.9370,WARNING
AT0000112258,AST000077,2026-05-12 09:00:00,895.079,42.035,2.433,59.9952,NORMAL
AT0000112259,AST000077,2026-05-12 10:00:00,1251.373,48.874,3.179,59.9074,NORMAL
AT0000112260,AST000077,2026-05-12 11:00:00,1397.692,64.422,2.161,60.1516,TRIP
AT0000112261,AST000077,2026-05-12 12:00:00,1404.691,35.485,1.375,59.9391,NORMAL
AT0000112262,AST000077,2026-05-12 13:00:00,1582.994,45.095,0.733,59.9649,TRIP
AT0000112263,AST000077,2026-05-12 14:00:00,1091.854,59.740,1.153,59.9473,NORMAL
AT0000112264,AST000077,2026-05-12 15:00:00,1277.185,54.173,1.868,59.9521,TRIP
AT0000112265,AST000077,2026-05-12 16:00:00,757.109,38.692,0.941,60.0461,NORMAL
AT0000112266,AST000077,2026-05-12 17:00:00,888.011,50.520,2.174,59.9494,normal 
AT0000112267,AST000077,2026-05-12 18:00:00,1292.446,66.420,2.425,60.0679,normal 
AT0000112268,AST000077,2026-05-12 19:00:00,1078.440,51.758,1.326,60.0149,TRIP
AT0000112269,AST000077,2026-05-12 20:00:00,1597.185,49.329,2.852,59.9806,normal 
AT0000112270,AST000077,2026-05-12 21:00:00,842.857,43.016,0.516,59.8932,TRIP
AT0000112271,AST000077,2026-05-12 22:00:00,1379.982,52.990,2.819,59.9388,TRIP
AT0000112272,AST000077,2026-05-12 23:00:00,1115.559,24.041,1.698,59.9592,NORMAL
AT0000112273,AST000077,2026-05-13 00:00:00,1361.867,38.263,1.385,59.9986,TRIP
AT0000112274,AST000077,2026-05-13 01:00:00,2214.185,63.133,1.185,59.9702,normal 
AT0000112275,AST000077,2026-05-13 02:00:00,1103.075,38.682,0.928,59.9147,NORMAL
AT0000112276,AST000077,2026-05-13 03:00:00,1645.547,47.294,1.838,60.0318,NORMAL
AT0000112277,AST000077,2026-05-13 04:00:00,1153.027,32.256,2.617,59.9533,TRIP
AT0000112278,AST000077,2026-05-13 05:00:00,2017.008,45.685,1.250,59.9666,TRIP
AT0000112279,AST000077,2026-05-13 06:00:00,1133.504,39.477,2.852,59.9616,normal 
AT0000112280,AST000077,2026-05-13 07:00:00,416.365,57.553,2.218,59.9775,NORMAL
AT0000112281,AST000077,2026-05-13 08:00:00,975.571,51.255,0.952,59.9434,normal 
AT0000112282,AST000077,2026-05-13 09:00:00,1977.781,39.977,2.449,59.9560,NORMAL
AT0000112283,AST000077,2026-05-13 10:00:00,1539.016,51.353,2.717,59.9968,NORMAL
AT0000112284,AST000077,2026-05-13 11:00:00,1720.945,34.313,1.841,59.9680,WARNING
AT0000112285,AST000077,2026-05-13 12:00:00,1260.100,33.060,1.615,59.9337,NORMAL
AT0000112286,AST000077,2026-05-13 13:00:00,1579.628,44.346,1.863,60.0587,normal 
AT0000112287,AST000077,2026-05-13 14:00:00,1636.256,49.768,2.140,59.9716,NORMAL
AT0000112288,AST000077,2026-05-13 15:00:00,1759.476,48.283,1.435,60.0403,normal 
AT0000112289,AST000077,2026-05-13 16:00:00,1467.299,51.001,1.462,60.0131,NORMAL
AT0000112290,AST000077,2026-05-13 17:00:00,1106.177,36.163,2.362,59.9318,WARNING
AT0000112291,AST000077,2026-05-13 18:00:00,990.852,54.611,1.535,60.1178,TRIP
AT0000112292,AST000077,2026-05-13 19:00:00,1231.839,31.136,1.173,60.0585,WARNING
AT0000112293,AST000077,2026-05-13 20:00:00,935.536,28.237,1.668,60.0775,TRIP
AT0000112294,AST000077,2026-05-13 21:00:00,1131.665,66.143,2.304,59.9945,NORMAL
AT0000112295,AST000077,2026-05-13 22:00:00,1875.084,55.234,2.181,59.9775,normal 
AT0000112296,AST000077,2026-05-13 23:00:00,1008.837,64.595,0.627,59.9869,normal 
AT0000112297,AST000077,2026-05-14 00:00:00,1340.404,48.851,1.470,59.9869,normal 
AT0000112298,AST000077,2026-05-14 01:00:00,1316.271,54.213,0.599,59.9056,WARNING
AT0000112299,AST000077,2026-05-14 02:00:00,1280.158,45.105,0.992,59.9626,NORMAL
AT0000112300,AST000077,2026-05-14 03:00:00,1501.027,42.830,1.297,59.9531,NORMAL
AT0000112301,AST000077,2026-05-14 04:00:00,1196.315,58.838,1.043,59.9716,NORMAL
AT0000112302,AST000077,2026-05-14 05:00:00,1425.560,52.320,1.451,60.0574,NORMAL
AT0000112303,AST000077,2026-05-14 06:00:00,629.446,41.675,2.154,60.0336,WARNING
AT0000112304,AST000077,2026-05-14 07:00:00,931.726,39.110,2.158,60.0540,normal 
AT0000112305,AST000077,2026-05-14 08:00:00,1157.019,66.608,0.916,60.0080,WARNING
AT0000112306,AST000077,2026-05-14 09:00:00,888.140,54.810,1.944,60.0384,NORMAL
AT0000112307,AST000077,2026-05-14 10:00:00,1501.591,52.055,3.033,60.0513,NORMAL
AT0000112308,AST000077,2026-05-14 11:00:00,1191.227,61.837,1.713,60.0032,NORMAL
AT0000112309,AST000077,2026-05-14 12:00:00,809.777,44.127,2.133,59.9160,WARNING
AT0000112310,AST000077,2026-05-14 13:00:00,1172.871,56.719,2.349,59.9921,NORMAL
AT0000112311,AST000077,2026-05-14 14:00:00,1694.119,32.240,0.333,60.0120,NORMAL
AT0000112312,AST000077,2026-05-14 15:00:00,871.592,53.283,2.081,60.0706,NORMAL
AT0000112313,AST000077,2026-05-14 16:00:00,1645.979,39.582,1.387,59.8858,WARNING
AT0000112314,AST000077,2026-05-14 17:00:00,1157.508,41.817,2.945,60.0257,WARNING
AT0000112315,AST000077,2026-05-14 18:00:00,1219.349,49.545,2.405,60.0530,NORMAL
AT0000112316,AST000077,2026-05-14 19:00:00,975.643,59.925,0.703,60.0312,TRIP
AT0000112317,AST000077,2026-05-14 20:00:00,921.111,49.262,2.102,59.9830,WARNING
AT0000112318,AST000077,2026-05-14 21:00:00,1048.868,60.434,1.285,59.9375,NORMAL
AT0000112319,AST000077,2026-05-14 22:00:00,1219.229,59.030,1.990,60.0358,NORMAL
AT0000112320,AST000077,2026-05-14 23:00:00,771.388,41.049,1.751,60.0812,NORMAL
AT0000112321,AST000077,2026-05-15 00:00:00,1073.178,38.906,1.378,59.9878,NORMAL
AT0000112322,AST000077,2026-05-15 01:00:00,1105.755,24.620,1.719,59.9728,TRIP
AT0000112323,AST000077,2026-05-15 02:00:00,1647.825,37.640,2.672,60.0099,WARNING
AT0000112324,AST000077,2026-05-15 03:00:00,789.438,56.151,2.689,59.9893,NORMAL
AT0000112325,AST000077,2026-05-15 04:00:00,885.351,54.761,2.434,60.0409,NORMAL
AT0000112326,AST000077,2026-05-15 05:00:00,1152.729,44.247,1.159,60.0132,NORMAL
AT0000112327,AST000077,2026-05-15 06:00:00,869.355,43.434,1.725,59.9931,normal 
AT0000112328,AST000077,2026-05-15 07:00:00,1461.290,70.898,1.899,60.0004,normal 
AT0000112329,AST000077,2026-05-15 08:00:00,691.308,45.832,3.163,59.9693,NORMAL
AT0000112330,AST000077,2026-05-15 09:00:00,1001.175,45.401,1.397,60.0698,WARNING
AT0000112331,AST000077,2026-05-15 10:00:00,2053.279,53.197,1.994,59.9341,NORMAL
AT0000112332,AST000077,2026-05-15 11:00:00,1402.831,44.729,1.069,60.0272,NORMAL
AT0000112333,AST000077,2026-05-15 12:00:00,942.430,45.156,2.147,59.9674,WARNING
AT0000112334,AST000077,2026-05-15 13:00:00,1098.080,34.728,2.024,60.0049,WARNING
AT0000112335,AST000077,2026-05-15 14:00:00,959.704,61.761,1.755,60.0741,NORMAL
AT0000112336,AST000077,2026-05-15 15:00:00,588.626,48.067,2.109,59.9791,TRIP
AT0000112337,AST000077,2026-05-15 16:00:00,1157.058,19.540,1.554,60.0202,WARNING
AT0000112338,AST000077,2026-05-15 17:00:00,864.721,60.220,0.821,59.9769,TRIP
AT0000112339,AST000077,2026-05-15 18:00:00,1496.486,45.608,1.588,60.0443,WARNING
AT0000112340,AST000077,2026-05-15 19:00:00,1035.724,53.493,1.634,60.0577,TRIP
AT0000112341,AST000077,2026-05-15 20:00:00,875.441,36.161,0.992,59.9825,NORMAL
AT0000112342,AST000077,2026-05-15 21:00:00,1037.634,45.056,1.650,59.9100,normal 
AT0000112343,AST000077,2026-05-15 22:00:00,1441.807,57.355,2.019,60.0721,normal 
AT0000112344,AST000077,2026-05-15 23:00:00,963.310,68.611,2.093,59.9638,NORMAL
AT0000112345,AST000077,2026-05-16 00:00:00,1220.338,53.728,1.098,59.9926,WARNING
AT0000112346,AST000077,2026-05-16 01:00:00,971.513,45.429,1.797,60.0767,NORMAL
AT0000112347,AST000077,2026-05-16 02:00:00,1281.072,39.632,2.511,60.0626,NORMAL
AT0000112348,AST000077,2026-05-16 03:00:00,908.731,39.640,1.923,60.0491,NORMAL
AT0000112349,AST000077,2026-05-16 04:00:00,999.981,57.537,2.254,60.0246,normal 
AT0000112350,AST000077,2026-05-16 05:00:00,930.974,52.562,1.966,59.9441,WARNING
AT0000112351,AST000077,2026-05-16 06:00:00,883.661,45.454,1.982,60.0019,normal 
AT0000112352,AST000077,2026-05-16 07:00:00,1260.075,47.275,1.923,60.0473,NORMAL
AT0000112353,AST000077,2026-05-16 08:00:00,1371.973,30.799,2.820,59.9597,NORMAL
AT0000112354,AST000077,2026-05-16 09:00:00,1230.853,54.161,2.133,60.0412,normal 
AT0000112355,AST000077,2026-05-16 10:00:00,1655.385,73.944,2.187,60.0023,NORMAL
AT0000112356,AST000077,2026-05-16 11:00:00,870.902,47.806,1.512,60.0864,NORMAL
AT0000112357,AST000077,2026-05-16 12:00:00,1288.380,23.540,1.845,59.9270,normal 
AT0000112358,AST000077,2026-05-16 13:00:00,1373.244,59.883,1.661,60.0404,NORMAL
AT0000112359,AST000077,2026-05-16 14:00:00,1073.741,37.732,1.593,60.0158,WARNING
AT0000112360,AST000077,2026-05-16 15:00:00,1855.463,48.106,1.694,59.9762,normal 
AT0000112361,AST000077,2026-05-16 16:00:00,1243.346,40.216,2.065,60.0327,NORMAL
AT0000112362,AST000077,2026-05-16 17:00:00,1433.341,40.247,0.610,60.0484,TRIP
AT0000112363,AST000077,2026-05-16 18:00:00,1031.364,52.798,2.357,59.9959,NORMAL
AT0000112364,AST000077,2026-05-16 19:00:00,1886.200,51.104,1.900,60.0056,normal 
AT0000112365,AST000077,2026-05-16 20:00:00,1678.986,51.645,1.298,60.0560,NORMAL
AT0000112366,AST000077,2026-05-16 21:00:00,1064.757,58.621,1.021,60.0388,NORMAL
AT0000112367,AST000077,2026-05-16 22:00:00,1573.325,57.613,1.221,59.9753,TRIP
AT0000112368,AST000077,2026-05-16 23:00:00,683.721,38.975,1.715,59.9629,normal 
AT0000112369,AST000077,2026-05-17 00:00:00,898.200,28.848,1.611,59.9648,NORMAL
AT0000112370,AST000077,2026-05-17 01:00:00,1028.468,64.062,2.476,59.9963,TRIP
AT0000112371,AST000077,2026-05-17 02:00:00,1839.862,49.053,1.793,60.0045,normal 
AT0000112372,AST000077,2026-05-17 03:00:00,1012.362,45.222,1.785,60.0067,NORMAL
AT0000112373,AST000077,2026-05-17 04:00:00,966.673,50.388,2.224,59.9619,WARNING
AT0000112374,AST000077,2026-05-17 05:00:00,1654.573,66.117,1.923,59.9801,NORMAL
AT0000112375,AST000077,2026-05-17 06:00:00,1521.782,37.728,2.793,59.9681,NORMAL
AT0000112376,AST000077,2026-05-17 07:00:00,1711.907,48.968,2.004,60.0384,normal 
AT0000112377,AST000077,2026-05-17 08:00:00,1218.454,64.169,1.732,59.9523,NORMAL
AT0000112378,AST000077,2026-05-17 09:00:00,1492.018,54.613,2.269,60.0389,NORMAL
AT0000112379,AST000077,2026-05-17 10:00:00,1482.202,41.882,1.685,60.0292,NORMAL
AT0000112380,AST000077,2026-05-17 11:00:00,1362.407,44.026,1.710,59.9918,normal 
AT0000112381,AST000077,2026-05-17 12:00:00,938.848,62.676,1.653,59.9698,TRIP
AT0000112382,AST000077,2026-05-17 13:00:00,816.389,75.795,1.782,60.0930,NORMAL
AT0000112383,AST000077,2026-05-17 14:00:00,781.638,27.620,1.585,59.9590,NORMAL
AT0000112384,AST000077,2026-05-17 15:00:00,659.483,51.374,0.802,60.0254,NORMAL
AT0000112385,AST000077,2026-05-17 16:00:00,1156.967,46.511,1.456,59.9679,NORMAL
AT0000112386,AST000077,2026-05-17 17:00:00,1600.762,49.827,2.090,59.9748,WARNING
AT0000112387,AST000077,2026-05-17 18:00:00,1747.623,47.000,1.522,59.9726,normal 
AT0000112388,AST000077,2026-05-17 19:00:00,1392.485,40.261,2.253,59.9841,WARNING
AT0000112389,AST000077,2026-05-17 20:00:00,1198.897,47.385,2.329,60.0265,NORMAL
AT0000112390,AST000077,2026-05-17 21:00:00,1296.524,42.180,2.380,59.9641,NORMAL
AT0000112391,AST000077,2026-05-17 22:00:00,1780.000,55.407,2.136,60.0007,WARNING
AT0000112392,AST000077,2026-05-17 23:00:00,678.339,54.000,2.748,60.0964,NORMAL
AT0000112393,AST000077,2026-05-18 00:00:00,1148.818,52.694,1.129,59.9529,NORMAL
AT0000112394,AST000077,2026-05-18 01:00:00,bad,41.741,1.623,60.0439,normal 
AT0000112395,AST000077,2026-05-18 02:00:00,1972.210,59.350,2.502,60.0083,NORMAL
AT0000112396,AST000077,2026-05-18 03:00:00,1227.061,64.533,1.865,59.9501,TRIP
AT0000112397,AST000077,2026-05-18 04:00:00,1516.071,45.065,2.168,60.0813,NORMAL
AT0000112398,AST000077,2026-05-18 05:00:00,1658.934,53.525,0.245,60.1378,NORMAL
AT0000112399,AST000077,2026-05-18 06:00:00,1860.514,75.036,0.611,59.9730,WARNING
AT0000112400,AST000077,2026-05-18 07:00:00,1796.885,60.784,2.223,60.0498,TRIP
AT0000112401,AST000077,2026-05-18 08:00:00,614.757,56.324,2.000,60.0099,normal 
AT0000112402,AST000077,2026-05-18 09:00:00,769.045,52.836,1.514,60.0271,TRIP
AT0000112403,AST000077,2026-05-18 10:00:00,893.362,32.129,1.514,59.9183,TRIP
AT0000112404,AST000077,2026-05-18 11:00:00,1058.780,51.361,1.425,60.0462,WARNING
AT0000112405,AST000077,2026-05-18 12:00:00,1745.172,36.461,2.557,60.0141,TRIP
AT0000112406,AST000077,2026-05-18 13:00:00,307.657,55.161,1.256,59.9578,TRIP
AT0000112407,AST000077,2026-05-18 14:00:00,1240.932,55.391,1.955,59.9609,normal 
AT0000112408,AST000077,2026-05-18 15:00:00,877.705,46.023,1.250,60.0813,normal 
AT0000112409,AST000077,2026-05-18 16:00:00,1065.801,38.129,1.735,60.0314,normal 
AT0000112410,AST000077,2026-05-18 17:00:00,1272.985,49.000,2.067,59.9589,NORMAL
AT0000112411,AST000077,2026-05-18 18:00:00,985.176,55.920,1.328,59.9733,NORMAL
AT0000112412,AST000077,2026-05-18 19:00:00,1126.713,50.837,1.925,60.0069,normal 
AT0000112413,AST000077,2026-05-18 20:00:00,417.410,42.247,2.370,59.9594,NORMAL
AT0000112414,AST000077,2026-05-18 21:00:00,1831.539,58.686,1.080,60.0134,WARNING
AT0000112415,AST000077,2026-05-18 22:00:00,842.763,44.233,1.518,60.0049,WARNING
AT0000112416,AST000077,2026-05-18 23:00:00,1233.473,23.208,1.552,59.9098,TRIP
AT0000112417,AST000077,2026-05-19 00:00:00,1388.568,61.856,2.109,59.9357,NORMAL
AT0000112418,AST000077,2026-05-19 01:00:00,1686.898,51.666,1.809,60.0110,normal 
AT0000112419,AST000077,2026-05-19 02:00:00,1621.966,50.855,1.994,60.0039,TRIP
AT0000112420,AST000077,2026-05-19 03:00:00,1618.270,42.563,1.487,60.0599,NORMAL
AT0000112421,AST000077,2026-05-19 04:00:00,1541.710,60.837,2.068,59.9553,normal 
AT0000112422,AST000077,2026-05-19 05:00:00,1741.814,52.388,1.175,59.9906,WARNING
AT0000112423,AST000077,2026-05-19 06:00:00,1296.543,58.715,2.511,59.9958,WARNING
AT0000112424,AST000077,2026-05-19 07:00:00,1083.229,44.913,2.215,59.9890,TRIP
AT0000112425,AST000077,2026-05-19 08:00:00,1229.508,49.241,1.761,59.9824,NORMAL
AT0000112426,AST000077,2026-05-19 09:00:00,489.992,43.597,2.286,60.0707,TRIP
AT0000112427,AST000077,2026-05-19 10:00:00,1544.344,37.394,0.809,59.9919,normal 
AT0000112428,AST000077,2026-05-19 11:00:00,1278.348,31.040,0.839,60.0512,normal 
AT0000112429,AST000077,2026-05-19 12:00:00,1328.342,52.521,1.677,60.0033,NORMAL
AT0000112430,AST000077,2026-05-19 13:00:00,1773.297,65.084,1.410,60.0424,TRIP
AT0000112431,AST000077,2026-05-19 14:00:00,1026.487,50.124,2.404,59.9989,NORMAL
AT0000112432,AST000077,2026-05-19 15:00:00,1151.205,38.160,1.756,59.9978,NORMAL
AT0000112433,AST000077,2026-05-19 16:00:00,1319.771,49.179,1.467,60.0426,NORMAL
AT0000112434,AST000077,2026-05-19 17:00:00,1044.858,54.390,1.326,60.0150,normal 
AT0000112435,AST000077,2026-05-19 18:00:00,1136.702,72.988,1.415,60.0880,NORMAL
AT0000112436,AST000077,2026-05-19 19:00:00,1209.726,39.330,1.292,59.8698,NORMAL
AT0000112437,AST000077,2026-05-19 20:00:00,1080.989,55.104,2.515,59.9646,NORMAL
AT0000112438,AST000077,2026-05-19 21:00:00,977.342,48.222,1.976,59.9885,WARNING
AT0000112439,AST000077,2026-05-19 22:00:00,944.995,38.647,2.695,59.9809,WARNING
AT0000112440,AST000077,2026-05-19 23:00:00,430.122,51.759,2.563,60.0447,NORMAL
AT0000112441,AST000077,2026-05-20 00:00:00,1255.306,47.491,2.017,60.0126,normal 
AT0000112442,AST000077,2026-05-20 01:00:00,907.349,44.182,1.566,60.0225,TRIP
AT0000112443,AST000077,2026-05-20 02:00:00,554.157,37.488,2.211,60.0489,normal 
AT0000112444,AST000077,2026-05-20 03:00:00,1612.988,54.432,1.893,60.0282,normal 
AT0000112445,AST000077,2026-05-20 04:00:00,1182.318,54.673,1.725,60.0498,TRIP
AT0000112446,AST000077,2026-05-20 05:00:00,1521.617,68.098,1.421,59.9632,WARNING
AT0000112447,AST000077,2026-05-20 06:00:00,1393.302,48.949,0.946,59.9584,WARNING
AT0000112448,AST000077,2026-05-20 07:00:00,1191.611,42.764,1.370,60.0565,TRIP
AT0000112449,AST000077,2026-05-20 08:00:00,1104.079,52.271,1.128,59.9239,WARNING
AT0000112450,AST000077,2026-05-20 09:00:00,1293.130,59.549,0.678,59.9668,normal 
AT0000112451,AST000077,2026-05-20 10:00:00,639.650,59.467,0.833,59.9363,NORMAL
AT0000112452,AST000077,2026-05-20 11:00:00,795.811,45.773,3.205,60.0201,normal 
AT0000112453,AST000077,2026-05-20 12:00:00,1262.563,71.787,1.948,60.0701,normal 
AT0000112454,AST000077,2026-05-20 13:00:00,1499.464,66.940,1.499,59.9277,WARNING
AT0000112455,AST000077,2026-05-20 14:00:00,407.841,53.579,2.618,59.9828,WARNING
AT0000112456,AST000077,2026-05-20 15:00:00,1648.098,79.256,0.647,59.9505,NORMAL
AT0000112457,AST000077,2026-05-20 16:00:00,1249.387,40.173,2.066,59.9828,NORMAL
AT0000112458,AST000077,2026-05-20 17:00:00,863.182,61.471,1.446,60.0148,WARNING
AT0000112459,AST000077,2026-05-20 18:00:00,1477.498,43.281,1.116,59.9805,NORMAL
AT0000112460,AST000077,2026-05-20 19:00:00,1630.518,53.472,3.036,59.9455,WARNING
AT0000112461,AST000077,2026-05-20 20:00:00,671.778,46.018,2.066,59.9958,WARNING
